StarName,Reference,RA,Decl,Teff,logg,Metallicity,Fe,Fe_H_error,Sr,Sr_Fe_error,Y,Y_Fe_error,Zr,Zr_Fe_error,Nb,Nb_Fe_error,Pd,Pd_Fe_error,Ag,Ag_Fe_error,Eu,Eu_Fe_error,Tb,Tb_Fe_error,Tm,Tm_Fe_error,Hf,Hf_Fe_error,Ir,Ir_Fe_error,longitude,latitude,Coord_X,Coord_Y,Coord_Z,VX,VY,VZ,RV
CS22892-025,I.U.Roederer AJ 147 136 2014,22 07 43.05,-15 15 00.8,6140,3.75,-2.66,-2.78,0.21,-0.2,0.19,<-0.02,,<0.57,,,,,,,,<1.09,,<2.41,,<2.29,,<2.86,,,,,,,,,,,,
CS22892-052,I.U.Roederer MNRAS 445 2970 2014,22 17 01.66,-16 39 27.1,4690,1.15,-3.16,-3.16,0.07,0.68,0.17,,,,,,,,,,,1.35,0.22,,,,,,,,,041 08 43.45,-52 50 54.00,4811.84,4204.36,-8433.11,5.867,5.126,-10.282,12.9
CS22892-052,I.U.Roederer AJ 147 136 2014,22 17 01.66,-16 39 27.1,4690,1.15,-3.16,-3.24,0.14,0.76,0.17,0.23,0.15,0.65,0.15,<1.83,,,,,,1.44,0.22,1.43,0.17,1.46,-0.16,1.27,0.22,1.68,0.21,041 08 43.45,-52 50 54.00,4834.05,4223.77,-8472.03,5.912,5.166,-10.362,13
CS22892-052,C.Sneden ApJ 533 L139 2000,22 17 01.66,-16 39 27.1,4710,1.5,-3.2,-3.2,,,,0.6,0.11,0.88,0.12,0.74,0.2,1.37,0.1,1.2,0.1,1.75,0.09,,,1.71,-0.05,,,1.82,0.26,041 08 43.45,-52 50 54.00,3257.9,2846.6,-5709.71,,,,
CS22892-052,J.J.Cowan ApJ 627 238 2005,22 17 01.66,-16 39 27.1,4800,1.5,-3.1,-3.13,,,,,,0.87,,,,,,,,1.66,,,,,,,,1.7,,041 08 43.45,-52 50 54.00,3447.06,3011.88,-6041.23,,,,
CS22892-052,S.Honda ApJ 607 474 2004,22 17 01.66,-16 39 27.1,4790,1.6,-2.92,-2.91,0.14,0.48,0.15,0.47,0.22,0.62,0.18,,,,,,,1.53,0.02,1.28,0.32,1.38,-0.05,,,,,041 08 43.45,-52 50 54.00,3025.43,2643.48,-5302.29,,,,
CS22892-052,P.Francois AAP 476 935 2007,22 17 01.66,-16 39 27.1,4850,1.6,-3,-3.03,,0.58,,0.36,,0.6,,,,,,,,1.48,,,,1.47,,,,,,041 08 43.45,-52 50 54.00,3166.21,2766.48,-5549.02,,,,
CS22892-052,C.Sneden ApJ 591 936 2003,22 17 01.66,-16 39 27.1,4800,1.5,-2.5,-3.1,0.13,0.73,0.15,0.47,0.1,0.75,0.12,0.84,0.15,1.24,0.1,1.02,0.11,1.63,0.05,1.65,0.05,1.61,-0.1,1.41,0.1,1.62,0.1,041 08 43.45,-52 50 54.00,3415.46,2984.26,-5985.84,,,,
CS22893-005,I.U.Roederer AJ 147 136 2014,22 53 50.74,-09 59 15.4,5260,2.75,-2.93,-2.99,0.15,-0.27,0.19,-0.59,0.2,0.12,0.2,<2.49,,,,,,<0.56,,<1.82,,<1.74,,<2.38,,,,,,,,,,,,
CS22893-010,I.U.Roederer AJ 147 136 2014,22 58 11.73,-11 56 45.4,5150,2.45,-2.93,-3.12,0.15,-0.04,0.22,-0.54,0.2,-0.14,0.2,<2.68,,,,,,<0.58,,<1.88,,<1.78,,<2.21,,,,057 07 57.47,-59 25 22.88,1732.92,2682.03,-5404.29,-14.245,-22.047,44.425,-51.6
CS22893-010,I.U.Roederer ApJ 784 158 2014,22 58 11.73,-11 56 45.4,5150,2.45,-2.93,-3.12,0.15,-0.04,0.22,-0.54,0.2,-0.14,0.2,<2.68,,,,,,<0.58,,<1.88,,<1.78,,<2.21,,,,057 07 57.47,-59 25 22.88,1732.92,2682.03,-5404.29,-14.245,-22.047,44.425,-51.6
CS22893-011,I.U.Roederer AJ 147 136 2014,23 00 52.30,-10 35 26.2,6010,3.75,-2.27,-2.4,0.2,0.47,0.24,,,0.69,0.15,,,,,,,<0.81,,<2.58,,<2.96,,<2.2,,,,,,,,,,,,
CS22894-004,I.U.Roederer AJ 147 136 2014,23 32 39.55,-00 56 12.4,5920,3.65,-2.65,-2.96,0.21,-0.14,0.21,<0.07,,<0.84,,<3.09,,,,,,<1.25,,<2.3,,<2.3,,<2.87,,,,,,,,,,,,
CS22894-019,I.U.Roederer AJ 147 136 2014,23 39 19.07,+00 03 41.8,5930,3.6,-3.04,-2.98,0.22,-0.31,0.15,<-0.35,,<0.66,,<2.92,,,,,,<1.11,,<2.27,,<2.12,,<2.8,,,,,,,,,,,,
CS22894-023,I.U.Roederer AJ 147 136 2014,23 37 18.58,-02 08 28.3,5980,3.65,-2.82,-3.14,0.21,-0.1,0.17,<-0.22,,<0.91,,<3.01,,,,,,<1.24,,<2.41,,<2.25,,<2.93,,,,,,,,,,,,
CS22894-049,I.U.Roederer AJ 147 136 2014,23 49 52.80,-01 57 50.6,5870,3.9,-2.83,-2.84,0.1,-0.02,0.13,<0.53,,<0.72,,<2.9,,,,,,<1.1,,<2.39,,<2.22,,<2.86,,,,,,,,,,,,
CS22896-015,I.U.Roederer AJ 147 136 2014,19 18 45.35,-55 24 45.0,5080,2.25,-2.84,-2.85,0.15,-0.16,0.25,-0.47,0.2,0.01,0.17,<2.18,,,,,,0.19,0.18,<1.39,,<1.27,,,,,,,,,,,,,,
CS22896-055,I.U.Roederer AJ 147 136 2014,19 29 43.89,-53 59 29.1,5970,1.85,-2.51,-2.52,0.17,0.16,0.25,-0.32,0.18,0.34,0.16,<2.05,,,,,,0.47,0.17,<1.44,,<1.26,,<1.76,,,,,,,,,,,,
CS22896-110,I.U.Roederer AJ 147 136 2014,19 35 48.01,-53 26 16.4,5380,1.15,-2.86,-2.85,0.17,0.03,0.26,-0.42,0.18,0.07,0.17,<1.81,,,,,,0.04,0.18,<1.13,,<1.05,,<1.5,,<2.13,,344 21 06.66,-27 55 10.83,15515.4,-4346.03,-8538.25,71.727,-20.092,-39.472,84.3
CS22896-115,I.U.Roederer AJ 147 136 2014,19 35 05.07,-52 47 11.7,5910,3.65,-2.72,-2.82,0.21,-0.03,0.19,-0.49,0.32,,,<2.59,,,,,,<0.77,,<2.21,,<1.89,,<2.38,,,,,,,,,,,,
CS22896-136,I.U.Roederer AJ 147 136 2014,19 39 53.23,-54 10 24.2,6190,3.85,-2.19,-2.41,0.21,0.78,0.22,0.4,0.17,0.9,0.15,<2.43,,,,,,0.81,0.25,<1.97,,<2,,1.96,0.27,,,,,,,,,,,
CS22896-154,P.Francois AAP 476 935 2007,19 42 26.89,-56 58 34.0,5250,2.7,-2.7,-2.69,,0.59,,0.18,,0.79,,,,,,,,0.85,,,,,,,,,,340 29 12.73,-29 18 00.22,2440.91,-865.002,-1453.25,,,,
CS22897-008,I.U.Roederer AJ 147 136 2014,21 03 11.86,-65 05 08.8,4550,0.7,-3.73,-3.83,0.15,0.67,0.22,0.02,0.17,0.53,0.15,<2.3,,,,,,-0.03,0.2,<1.23,,<1.15,,<1.72,,<1.56,,329 38 14.69,-38 07 33.96,11643.5,-6820.98,-10590.8,180.889,-105.968,-164.536,266.5
CS22897-008,P.Francois AAP 476 935 2007,21 03 11.86,-65 05 08.8,4900,1.7,-3.5,-3.41,,0.49,,0.15,,0.52,,,,,,,,<-0.21,,,,,,,,,,329 38 14.69,-38 07 33.96,4604.68,-2697.51,-4188.38,,,,
CS22898-043,I.U.Roederer AJ 147 136 2014,21 10 36.77,-21 44 51.8,6160,2.15,-2.8,-2.83,0.17,-0.24,0.23,<0.09,,0.17,0.18,<2.5,,,,,,<0.73,,<1.97,,<1.78,,<2.19,,,,026 20 40.60,-39 50 25.95,6893.7,3413.76,-6418.5,77.891,38.572,-72.522,113.2
CS22898-047,I.U.Roederer AJ 147 136 2014,21 05 59.65,-21 06 56.6,5150,2.4,-3.45,-3.51,0.15,-0.14,0.18,-0.38,0.22,<0.13,,,,,,,,<0.55,,<1.72,,<1.69,,<2.21,,,,,,,,,,,,
CS22937-072,I.U.Roederer AJ 147 136 2014,21 14 40.62,-37 24 51.8,5500,1.75,-2.71,-2.72,0.17,0.3,0.26,-0.35,0.18,0.28,0.16,<1.88,,,,,,-0.18,0.26,<1.14,,<1.05,,<1.62,,,,005 53 13.35,-43 40 50.66,8586.75,885.391,-8243.63,-103.448,-10.667,99.314,-143.8
CS22940-070,I.U.Roederer AJ 147 136 2014,20 42 39.25,-61 40 39.1,6130,1.85,-1.46,-1.43,0.16,0.82,0.17,-0.25,0.17,0.36,0.15,,,,,,,0.12,0.17,,,<1.62,,<0.97,,,,,,,,,,,,
CS22940-077,I.U.Roederer AJ 147 136 2014,20 41 33.71,-59 50 35.2,5350,1.35,-3.1,-3.1,0.17,0.44,0.25,-0.19,0.17,0.27,0.16,<2.17,,,,,,<0.19,,<1.19,,<1.16,,<1.81,,<2.55,,336 48 14.08,-36 56 11.85,13641.1,-5845.48,-11157.6,,,,0
CS22940-121,I.U.Roederer AJ 147 136 2014,20 55 10.87,-58 00 55.2,5200,1.15,-3.13,-3.14,0.17,0.28,0.25,-0.42,0.18,0.28,0.16,<2.03,,,,,,0.25,0.18,<1.57,,<1.01,,<1.58,,<2.23,,338 41 57.73,-38 59 03.41,15948.1,-6218.12,-13853.7,-22.523,8.782,19.565,-31.1
CS22941-017,I.U.Roederer AJ 147 136 2014,23 32 50.18,-33 59 25.5,5070,2.2,-3.08,-3.11,0.15,-0.02,0.24,-0.3,0.18,0.38,0.21,<2.32,,,,,,0.39,0.19,<1.6,,<1.5,,<1.87,,,,,,,,,,,,
CS22941-027,I.U.Roederer AJ 147 136 2014,23 34 58.09,-36 52 05.7,6050,1.7,-2.71,-2.71,0.17,-0.27,0.26,-0.56,0.19,0.11,0.22,<2.24,,,,,,<0.58,,<1.74,,<1.64,,<2.05,,,,357 05 04.86,-71 08 28.28,5188.43,-264.225,-15209.5,-30.216,1.539,88.575,-93.6
CS22942-002,I.U.Roederer AJ 147 136 2014,00 46 35.88,-24 43 02.3,5010,2,-3.53,-3.61,0.15,-1.73,0.15,<-0.84,,<0.29,,<2.34,,,,,,<0.45,,<2.12,,<1.39,,<2.01,,,,,,,,,,,,
CS22942-011,I.U.Roederer AJ 147 136 2014,00 54 13.00,-25 04 33.9,4930,1.85,-2.83,-2.88,0.15,0.07,0.26,-0.49,0.18,0.04,0.16,<1.87,,,,,,0.18,0.17,<0.84,,<1.12,,<1.35,,,,,,,,,,,,
CS22942-035,I.U.Roederer AJ 147 136 2014,01 03 57.47,-23 52 45.3,4940,1.85,-2.99,-3.08,0.15,-0.07,0.26,-0.58,0.18,0.09,0.18,<2.07,,,,,,0.02,0.21,<1.2,,<1.13,,<1.76,,<1.7,,,,,,,,,,
CS22943-059,I.U.Roederer AJ 147 136 2014,20 19 00.66,-43 17 22.8,5810,3.6,-2.64,-2.95,0.21,-0.01,0.19,,,0.51,0.21,<2.72,,,,,,<0.9,,<2.16,,<1.94,,<2.63,,,,,,,,,,,,
CS22943-095,I.U.Roederer AJ 147 136 2014,20 27 29.97,-46 50 56.3,6140,3.8,-2.44,-2.52,0.21,0.44,0.24,0.01,0.21,0.48,0.18,<2.63,,,,,,<0.91,,<2.11,,<1.91,,<2.49,,,,353 01 49.97,-35 28 40.23,407.58,-49.824,-292.648,-120.763,14.763,86.71,-149.4
CS22943-132,I.U.Roederer MNRAS 445 2970 2014,20 22 50.91,-43 13 39.4,5850,3.6,-2.67,-2.67,0.08,0.27,0.24,,,,,,,,,,,0.86,0.22,,,,,,,,,,,,,,,,,
CS22943-132,I.U.Roederer AJ 147 136 2014,20 22 50.91,-43 13 39.4,5850,3.6,-2.67,-2.63,0.21,0.22,0.24,-0.14,0.18,0.46,0.2,<2.46,,,,,,0.82,0.22,<1.8,,<1.77,,<2.24,,,,,,,,,,,,
CS22943-137,I.U.Roederer AJ 147 136 2014,20 26 29.00,-43 00 42.7,5400,3.1,-3.39,-3.64,0.15,-1.62,0.19,<0.21,,<0.91,,<3.41,,,,,,<1.48,,<2.55,,<2.66,,<3.05,,,,,,,,,,,,
CS22943-201,I.U.Roederer AJ 147 136 2014,20 36 28.81,-43 49 30.2,5970,2.45,-2.69,-2.68,0.17,0.02,0.17,-0.28,0.21,0.39,0.16,<2.46,,,,,,<0.73,,<2.56,,<1.58,,<2.3,,,,,,,,,,,,
CS22943-201,I.U.Roederer ApJ 784 158 2014,20 36 28.81,-43 49 30.2,5970,2.45,-2.69,-2.68,0.17,0.02,0.17,-0.28,0.21,0.39,0.16,<2.46,,,,,,<0.73,,<2.56,,<1.58,,<2.3,,,,,,,,,,,,
CS22944-014,I.U.Roederer AJ 147 136 2014,21 41 12.20,-14 33 32.4,6020,3.7,-2.62,-2.64,0.21,0.07,0.22,-0.39,0.3,0.38,0.16,<2.58,,,,,,<1,,<2.02,,<1.92,,<2.73,,,,,,,,,,,,
CS22944-032,I.U.Roederer AJ 147 136 2014,21 47 43.23,-13 40 22.8,5090,2.3,-3.15,-3.22,0.15,-0.2,0.22,-0.49,0.2,0.01,0.18,<2.26,,,,,,<-0.08,,<2.07,,<1.19,,<1.76,,<2.09,,040 54 21.87,-45 10 31.78,1966.52,1703.82,-2617.95,10.123,8.771,-13.476,19
CS22944-032,D.K.Lai ApJ 681 1524 2008,21 47 43.23,-13 40 22.8,5300,2.87,-3,-2.98,0.03,-0.17,0.08,-0.27,0.05,0.07,0.05,,,,,,,<0.72,,,,,,,,,,040 54 21.87,-45 10 31.78,1134.67,983.095,-1510.54,,,,
CS22944-061,I.U.Roederer AJ 147 136 2014,21 50 18.45,-13 45 24.0,5920,3.6,-2.95,-2.96,0.22,-0.29,0.17,<-0.02,,<0.75,,<2.89,,,,,,<1.16,,<2.39,,<2.23,,<2.86,,,,,,,,,,,,
CS22945-017,I.U.Roederer MNRAS 445 2970 2014,23 20 55.63,-63 15 36.8,6080,3.7,-2.73,-2.73,0.08,0.39,0.24,,,,,,,,,,,1.13,0.19,,,,,,,,,,,,,,,,,
CS22945-017,I.U.Roederer AJ 147 136 2014,23 20 55.63,-63 15 36.8,6080,3.7,-2.73,-2.89,0.21,0.54,0.24,0.23,0.19,,,<3.17,,,,,,1.29,0.19,<2.57,,<3.2,,<2.91,,,,,,,,,,,,
CS22945-024,I.U.Roederer AJ 147 136 2014,23 36 42.49,-65 35 43.7,5120,2.35,-2.59,-2.58,0.14,0.29,0.21,0.37,0.16,0.69,0.15,,,,,,,0.44,0.16,<1.81,,<2.16,,1.9,0.16,,,314 45 34.76,-49 46 53.64,2646.61,-2668.91,-4444.88,67.381,-67.949,-113.164,148.2
CS22945-028,I.U.Roederer AJ 147 136 2014,23 31 13.50,-66 29 57.0,4900,1.75,-2.89,-2.92,0.15,-0.2,0.25,-0.57,0.18,-0.08,0.17,<1.82,,,,,,0.26,0.16,<0.89,,<1.18,,<1.46,,,,314 53 38.44,-48 43 25.68,5451.34,-5471.54,-8799.02,181.121,-181.793,-292.348,389
CS22945-031,I.U.Roederer AJ 147 136 2014,23 47 31.98,-67 30 35.9,5820,3.55,-3.03,-3.29,0.21,0.34,0.21,-0.05,0.22,0.72,0.22,,,,,,,<1.36,,<2.66,,<2.47,,<3.09,,,,,,,,,,,,
CS22945-056,I.U.Roederer AJ 147 136 2014,23 53 19.80,-65 29 39.5,6000,1.75,-2.83,-2.82,0.17,-0.11,0.25,-0.53,0.19,0.48,0.17,,,,,,,0.67,0.22,<1.96,,<1.87,,<2.42,,,,312 21 27.20,-50 33 25.98,6491.03,-7119.17,-11710.9,95.239,-104.456,-171.828,222.5
CS22945-058,I.U.Roederer MNRAS 445 2970 2014,23 52 37.80,-66 05 01.7,5990,3.65,-2.71,-2.71,0.08,0.34,0.24,,,,,,,,,,,1.13,0.19,,,,,,,,,,,,,,,,,
CS22945-058,I.U.Roederer AJ 147 136 2014,23 52 37.80,-66 05 01.7,5990,3.65,-2.71,-2.98,0.21,0.61,0.24,0.22,0.19,0.97,0.17,<3.16,,,,,,1.4,0.19,1.42,0.25,1.95,-0.44,<2.82,,,,,,,,,,,,
CS22945-063,I.U.Roederer AJ 147 136 2014,00 02 36.99,-65 45 21.2,5730,1.7,-2.84,-2.84,0.17,-1.35,0.14,<-0.68,,<0.05,,<2.32,,,,,,<0.55,,<1.78,,<1.71,,<2.27,,,,,,,,,,,,
CS22947-187,I.U.Roederer AJ 147 136 2014,19 18 31.60,-47 13 31.0,5300,1.4,-2.58,-2.58,0.17,0.29,0.25,-0.14,0.16,0.33,0.15,,,,,,,0.55,0.16,1.24,0.29,,,1.42,0.19,,,350 29 13.43,-23 57 09.17,8999.09,-1508.02,-4053.47,-226.41,37.941,101.982,-251.2
CS22948-066,I.U.Roederer AJ 147 136 2014,21 44 51.10,-37 27 55.0,4830,1.55,-3.18,-3.5,0.15,-0.35,0.25,-0.55,0.19,-0.08,0.2,,,,,,,<0.27,,<1.4,,<1.28,,<1.86,,,,006 01 25.93,-49 40 06.49,5311.08,560.454,-6290.36,-110.062,-11.614,130.355,-171
CS22948-066,I.U.Roederer ApJ 784 158 2014,21 44 51.10,-37 27 55.0,4830,1.55,-3.18,-3.5,0.15,-0.35,0.25,-0.55,0.19,-0.08,0.2,,,,,,,<0.27,,<1.4,,<1.28,,<1.86,,,,006 01 25.93,-49 40 06.49,5311.08,560.454,-6290.36,-109.933,-11.601,130.203,-170.8
CS22948-066,P.Francois AAP 476 935 2007,21 44 51.10,-37 27 55.0,5100,1.8,-3,-3.14,,-0.41,,-1.02,,-0.07,,,,,,,,<-0.58,,,,,,,,,,006 01 25.93,-49 40 06.49,4635.37,489.149,-5490.06,,,,
CS22948-093,I.U.Roederer AJ 147 136 2014,21 50 31.52,-41 07 49.3,6540,3.85,-3.42,-3.32,0.21,-0.05,0.13,<0.39,,<1.12,,<3.59,,,,,,<1.87,,<3,,,,<3.53,,,,000 12 49.97,-50 32 19.29,1718.94,6.417,-2088.13,232.612,0.868,-282.572,366
CS22948-093,I.U.Roederer ApJ 711 573 2010,21 50 31.52,-41 07 49.3,6480,4,-3.35,-3.36,0.11,0.09,0.15,<0.51,,<1.15,,<3.51,,,,,,<1.88,,<2.98,,,,<3.52,,,,000 12 49.97,-50 32 19.29,1417.73,5.292,-1722.22,233.82,0.873,-284.039,367.9
CS22949-030,I.U.Roederer AJ 147 136 2014,23 21 22.91,-03 45 54.7,5890,3.6,-2.88,-3.01,0.21,-0.04,0.2,-0.23,0.22,,,,,,,,,<1.19,,<2.58,,<2.46,,<2.85,,,,,,,,,,,,
CS22949-037,I.U.Roederer AJ 147 136 2014,23 26 29.80,-02 39 58.0,4630,0.95,-4.2,-4.38,0.15,0.49,0.25,-0.08,0.19,0.65,0.19,<2.82,,,,,,<0.69,,<1.64,,<1.64,,<2.46,,<2.33,,079 34 26.87,-58 11 51.52,2087.43,11344.7,-18602.6,-11.959,-64.994,106.574,-125.4
CS22949-037,I.U.Roederer ApJ 784 158 2014,23 26 29.80,-02 39 58.0,4630,0.95,-4.21,-4.38,0.15,0.49,0.25,-0.08,0.19,0.65,0.19,<2.82,,,,,,<0.69,,<1.64,,<1.64,,<2.46,,<2.33,,079 34 26.87,-58 11 51.52,2087.43,11344.7,-18602.6,-11.949,-64.942,106.489,-125.3
